Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Doctor,116437,21,PhD,0.57,1.29,0.19,Low,0.36,0.09,0.73,0.87,0.97,0.93,0.8,0.64,0.78,0.43
AI Engineer,112201,21,Bachelor's,0.35,0.83,0.24,Low,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45
Nurse,91134,17,Bachelor's,0.39,0.88,0.05,Low,0.46,0.03,0.57,0.51,0.84,0.58,0.32,0.52,0.7,0.09
Data Scientist,76647,22,PhD,0.92,0.8,0.55,Medium,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47
AI Engineer,138197,12,Bachelor's,0.08,0.9,0.14,Low,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34
Lawyer,76413,18,Bachelor's,0.9,0.77,0.67,Medium,0.83,0.98,0.32,0.24,0.33,0.95,0.33,0.57,0.4,0.4
AI Engineer,112604,20,Bachelor's,0.54,1.35,0.06,Low,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02
AI Engineer,61478,7,Bachelor's,0.42,1.03,0.08,Low,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67
Security Guard,92402,27,High School,0.67,1.4,0.77,High,0.9,0.13,0.66,0.55,0.49,0.31,0.5,0.16,0.37,0.1
HR Specialist,65319,18,High School,0.1,0.66,0.33,Medium,0.38,0.84,0.91,0.07,0.63,0.68,0.53,0.67,0.23,0.49
Retail Worker,58830,28,PhD,0.09,1.13,0.82,High,0.28,0.47,0.78,0.8,0.65,0.47,0.58,0.39,0.13,0.39
AI Engineer,59328,16,Bachelor's,0.9,1.37,0.27,Low,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63
Teacher,36123,21,High School,0.86,1.44,0.1,Low,0.31,0.24,0.36,0.91,0.58,0.74,0.49,0.03,0.06,0.54
Graphic Designer,66587,4,High School,0.22,1.22,0.62,Medium,0.41,0.75,0.4,0.68,0.76,0.99,0.35,0.41,0.17,0.2
Data Scientist,51951,7,Bachelor's,0.58,0.57,0.32,Medium,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88
Retail Worker,37804,10,Bachelor's,0.45,0.85,0.91,High,0.76,0.32,0.1,0.07,0.09,0.58,0.05,0.34,0.75,0.29
Security Guard,40349,7,High School,0.75,0.75,0.88,High,0.75,0.4,0.21,0.52,0.92,0.64,0.17,0.68,0.43,0.59
Data Scientist,136203,9,PhD,0.51,1.31,0.59,Medium,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14
Mechanic,86317,10,Bachelor's,0.18,1.3,0.48,Medium,0.33,0.16,0.17,0.66,0.55,0.12,0.11,0.07,0.74,0.71
Nurse,117385,11,High School,0.56,0.58,0.28,Low,0.91,0.7,0.93,0.81,0.83,0.57,0.31,0.22,0.33,0.63
Lawyer,109841,8,PhD,0.26,0.97,0.39,Medium,0.59,0.92,0.75,0.67,0.58,0.49,0.19,0.89,0.25,0.09
Nurse,95197,6,High School,0.18,0.87,0.06,Low,0.14,0.17,0.05,0.66,0.84,0.37,0.87,0.21,0.33,0.15
HR Specialist,93410,4,Master's,0.42,1.11,0.6,Medium,0.55,0.63,0.94,0.3,0.36,0.72,0.61,0.18,0.38,0.47
Chef,104225,17,High School,0.18,1.42,0.6,Medium,0.48,0.68,0.9,0.14,0.25,0.54,0.8,0.04,0.98,0.45
AI Engineer,67499,1,Master's,0.29,0.67,0.25,Low,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7
Mechanic,130537,23,Bachelor's,0.16,1.09,0.66,Medium,0.11,0.47,0.75,0.61,0.1,0.4,0.51,1.0,0.18,0.98
Retail Worker,118627,16,High School,0.2,0.91,0.85,High,0.21,0.29,0.85,1.0,0.32,0.15,0.79,0.6,0.1,0.95
Software Engineer,99074,21,Master's,0.63,0.92,0.52,Medium,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54
HR Specialist,71716,0,Bachelor's,0.15,0.98,0.52,Medium,0.49,0.8,0.67,0.13,0.35,0.34,0.57,0.29,0.12,0.65
Teacher,132033,21,PhD,0.93,1.47,0.25,Low,0.14,0.85,0.4,0.73,0.53,0.83,0.43,0.06,0.56,0.17
Doctor,40715,11,Master's,0.53,1.05,0.28,Low,0.62,0.3,0.3,0.5,0.87,0.79,0.96,0.07,0.27,0.08
Research Scientist,77553,23,PhD,0.14,0.6,0.19,Low,0.41,0.72,0.49,0.43,0.43,0.87,0.4,0.33,0.34,0.2
Financial Analyst,36861,14,Master's,0.15,1.41,0.41,Medium,0.9,0.79,0.58,0.67,0.33,0.57,0.29,0.4,0.76,0.24
Software Engineer,70154,27,PhD,0.38,1.03,0.68,Medium,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32
Construction Worker,93576,13,High School,0.82,1.03,0.78,High,0.66,0.72,0.56,0.06,0.17,0.29,0.28,0.67,0.02,0.76
Teacher,127294,11,PhD,0.31,1.03,0.1,Low,0.88,0.09,0.44,0.85,0.62,0.29,0.42,0.71,0.97,0.89
Lawyer,139875,5,Bachelor's,1.0,0.5,0.31,Medium,0.82,0.2,0.06,0.24,0.43,0.73,0.62,0.24,0.5,0.93
Security Guard,52925,15,High School,0.32,1.48,0.88,High,0.06,0.04,0.17,0.73,0.18,0.51,0.09,0.92,0.34,0.91
Teacher,119779,1,Bachelor's,0.01,0.96,0.06,Low,0.91,0.52,0.07,0.11,0.38,0.94,0.69,0.87,0.37,0.04
Teacher,87702,15,PhD,0.02,1.45,0.14,Low,0.01,0.69,0.98,0.97,0.16,0.18,0.57,0.64,0.74,0.18
Data Scientist,127556,8,High School,0.64,1.35,0.52,Medium,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2
Research Scientist,46289,22,Master's,0.25,0.8,0.14,Low,0.42,0.1,0.04,0.67,0.54,0.44,0.63,0.83,0.43,0.64
Retail Worker,115823,29,Master's,0.84,0.93,0.86,High,0.18,0.56,0.98,0.52,0.93,0.41,1.0,0.58,0.04,0.59
Construction Worker,55966,27,PhD,0.03,1.32,0.77,High,0.8,0.29,0.19,0.97,0.36,0.6,0.61,0.56,0.91,0.67
HR Specialist,98560,23,Bachelor's,0.86,0.68,0.52,Medium,0.95,0.63,0.82,0.65,0.84,0.94,0.27,0.17,0.48,0.7
Construction Worker,109023,28,Bachelor's,0.0,0.84,0.94,High,0.69,0.4,0.19,0.36,0.17,0.11,0.91,1.0,0.16,0.05
Mechanic,112455,28,PhD,0.46,0.7,0.42,Medium,0.2,0.77,0.71,0.63,0.39,0.91,0.97,0.17,0.22,0.53
Security Guard,42930,13,Bachelor's,0.44,1.08,0.83,High,0.33,0.54,0.96,0.21,0.65,0.04,0.07,0.55,0.1,0.02
Lawyer,48065,14,PhD,0.56,1.2,0.38,Medium,0.67,0.18,0.61,0.41,0.65,1.0,0.94,0.0,0.89,0.07
Mechanic,86422,12,Bachelor's,0.28,0.88,0.34,Medium,0.11,0.73,0.94,0.61,0.72,0.76,0.26,0.05,0.0,0.35
Teacher,69305,21,PhD,0.06,0.68,0.08,Low,0.91,0.14,0.54,0.59,0.54,0.1,0.32,0.05,0.4,0.19
Customer Support,105355,9,High School,0.69,1.03,0.81,High,0.39,0.84,0.22,0.73,0.76,0.42,0.3,0.47,0.09,0.05
Security Guard,31776,7,Bachelor's,0.19,1.0,0.91,High,0.24,0.94,0.95,0.96,0.84,0.36,0.07,0.57,0.56,0.85
Chef,113187,14,Bachelor's,0.51,0.85,0.37,Medium,0.0,0.51,0.56,0.82,0.5,0.92,0.63,0.84,0.15,0.86
Security Guard,44937,26,Bachelor's,0.17,0.69,0.93,High,0.03,0.46,0.31,0.67,0.84,0.36,0.43,0.98,0.78,0.9
Retail Worker,77259,23,Master's,0.23,0.91,0.88,High,0.11,0.27,0.05,0.43,0.83,0.02,0.68,0.93,0.24,0.69
Software Engineer,48225,11,High School,0.96,0.73,0.34,Medium,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44
Nurse,101519,10,High School,0.29,0.71,0.12,Low,0.09,0.35,0.04,0.19,0.75,0.33,0.67,0.72,0.58,0.96
Graphic Designer,100994,10,Master's,0.74,1.46,0.64,Medium,0.17,0.33,0.17,0.6,0.71,0.32,0.54,0.69,0.42,0.85
Customer Support,49450,20,PhD,0.06,1.12,0.76,High,0.56,0.96,0.88,0.4,0.29,0.23,0.53,0.11,0.55,0.0
Graphic Designer,148585,8,Bachelor's,0.22,1.47,0.59,Medium,0.35,0.09,0.52,0.21,0.54,0.84,0.62,0.63,0.54,0.93
Customer Support,106970,29,PhD,0.51,0.81,0.81,High,0.19,0.64,0.5,0.1,0.2,0.48,0.89,0.57,0.68,0.34
Customer Support,31112,25,High School,0.45,1.16,0.71,High,0.49,0.3,0.33,0.96,0.18,0.31,0.51,0.86,0.42,0.74
Research Scientist,117351,15,Master's,0.31,0.89,0.14,Low,0.83,0.04,0.31,0.68,0.57,0.44,0.54,0.2,0.43,0.5
AI Engineer,51661,1,Bachelor's,0.26,1.37,0.21,Low,0.02,0.72,0.04,1.0,0.87,0.3,0.26,0.38,0.36,0.37
Graphic Designer,67443,12,PhD,0.65,1.24,0.3,Low,0.63,0.59,0.54,0.79,0.56,0.86,0.23,0.81,0.18,0.81
UX Researcher,44234,4,Bachelor's,0.34,1.03,0.56,Medium,0.08,0.49,0.36,0.87,0.88,0.7,0.66,0.73,0.37,0.4
Software Engineer,134383,0,High School,0.94,1.22,0.52,Medium,0.77,0.37,0.73,0.41,0.28,0.61,0.69,0.46,0.57,0.69
Security Guard,72320,6,High School,0.9,0.85,0.94,High,0.64,0.79,0.7,0.21,0.07,0.73,0.51,0.7,0.48,0.31
Customer Support,91196,11,Bachelor's,0.73,0.78,0.88,High,0.38,0.77,0.14,0.2,0.69,0.56,0.2,0.9,0.28,0.42
Security Guard,104861,0,Bachelor's,0.39,0.99,0.77,High,0.77,0.39,0.73,0.21,0.38,0.01,0.76,0.63,0.82,0.46
HR Specialist,148169,20,PhD,0.65,0.5,0.4,Medium,0.49,0.62,0.07,0.71,0.54,0.53,0.29,0.59,0.03,0.06
Chef,89630,13,High School,0.32,0.85,0.38,Medium,0.45,0.05,0.3,0.53,0.47,1.0,0.39,0.39,0.5,0.19
Mechanic,127435,3,PhD,0.57,0.69,0.62,Medium,0.03,0.98,0.87,0.58,0.11,0.22,0.28,0.24,0.5,0.94
Mechanic,114845,4,Bachelor's,0.66,1.19,0.65,Medium,0.03,0.4,0.78,0.81,0.93,0.7,0.25,0.51,0.03,0.65
HR Specialist,49053,28,Bachelor's,0.67,1.43,0.57,Medium,0.32,0.2,0.85,0.19,0.16,0.21,0.51,0.12,0.94,0.97
Nurse,100683,3,Master's,0.41,0.74,0.08,Low,0.86,0.56,0.86,0.83,0.28,0.55,0.08,0.92,0.4,0.39
Construction Worker,120153,20,Bachelor's,0.46,0.75,0.79,High,0.8,0.83,0.3,0.47,0.87,0.05,0.89,0.22,0.68,0.58
Marketing Manager,129926,0,High School,0.86,0.6,0.44,Medium,0.54,0.81,0.22,0.8,0.4,0.19,0.76,0.09,0.51,0.06
Retail Worker,43140,13,PhD,0.6,1.06,0.8,High,0.43,0.23,0.46,0.95,0.85,0.15,0.03,0.93,0.53,0.54
Data Scientist,104362,11,PhD,0.31,0.98,0.69,Medium,0.67,0.15,0.13,0.2,0.77,0.3,0.02,0.94,0.17,0.01
Financial Analyst,73030,5,PhD,0.24,0.92,0.67,Medium,0.88,0.46,0.41,0.56,0.24,0.05,0.94,0.19,0.2,0.47
Nurse,54400,18,PhD,0.02,0.65,0.14,Low,0.68,0.23,0.42,0.56,0.89,0.33,0.13,0.49,0.75,0.11
Nurse,33760,20,PhD,0.02,0.53,0.17,Low,0.3,0.85,0.6,0.45,0.41,0.5,0.04,0.89,1.0,0.18
Retail Worker,122930,21,Bachelor's,0.14,1.16,0.87,High,0.85,0.75,0.45,0.61,0.69,0.51,0.48,0.65,0.56,0.64
HR Specialist,33323,29,Bachelor's,0.72,1.14,0.51,Medium,0.68,0.45,0.24,0.0,0.56,0.59,0.97,0.36,0.39,0.2
Lawyer,65098,10,PhD,0.22,0.68,0.31,Medium,0.21,0.52,0.54,0.25,0.07,0.74,0.76,1.0,0.9,0.93
Chef,101153,11,PhD,0.62,0.63,0.55,Medium,0.06,0.89,0.48,0.7,0.05,0.53,0.3,0.28,0.39,0.0
Security Guard,101279,14,Bachelor's,0.49,1.36,0.81,High,0.36,0.99,0.57,0.47,0.5,0.81,0.34,0.39,0.76,0.07
Data Scientist,143115,0,Bachelor's,0.43,1.08,0.6,Medium,0.27,0.89,0.98,0.49,0.94,0.0,0.89,0.31,0.31,0.23
Graphic Designer,149487,7,Bachelor's,0.21,1.41,0.66,Medium,0.1,0.14,0.86,0.4,0.17,0.51,0.42,0.22,0.72,0.63
Software Engineer,123304,23,Master's,0.93,1.06,0.4,Medium,0.21,0.14,0.42,0.14,0.42,0.15,0.66,0.79,0.55,0.68
Marketing Manager,134134,6,Master's,0.32,1.49,0.57,Medium,0.73,0.21,0.08,0.28,0.25,0.23,0.19,0.57,0.33,0.82
Graphic Designer,107199,25,Bachelor's,0.46,0.51,0.49,Medium,0.06,0.98,0.79,0.49,0.09,0.59,0.76,0.19,0.57,0.81
Teacher,132658,11,High School,0.24,0.76,0.13,Low,0.11,0.7,0.21,0.93,0.22,0.26,0.3,0.77,0.43,0.82
Data Scientist,41352,4,PhD,0.93,1.26,0.32,Medium,0.84,0.94,0.99,0.13,0.61,0.2,0.26,0.75,0.98,0.59
UX Researcher,43679,21,High School,0.04,1.1,0.46,Medium,0.89,0.3,0.43,0.53,0.27,0.91,0.46,0.42,0.85,0.31
Doctor,122345,27,PhD,0.12,0.68,0.29,Low,0.84,0.39,0.64,0.94,0.21,0.06,0.54,0.14,0.19,0.89
HR Specialist,108179,29,High School,0.82,1.02,0.52,Medium,0.67,0.43,0.12,0.1,0.75,0.22,0.03,0.98,0.98,0.38
Construction Worker,77878,18,PhD,0.73,1.33,0.73,High,0.14,0.82,0.92,0.79,0.2,0.41,0.6,0.16,0.21,0.28
Construction Worker,125777,29,PhD,0.51,1.31,0.89,High,0.91,0.83,0.25,0.33,0.5,0.01,0.9,0.04,0.32,0.57
Data Scientist,112124,0,High School,0.65,1.03,0.39,Medium,0.2,0.91,0.26,0.28,0.41,0.14,0.51,0.67,0.79,0.71
Mechanic,126367,11,PhD,0.46,0.54,0.31,Medium,0.44,0.25,0.68,0.72,0.9,0.76,0.05,0.37,0.27,0.39
Truck Driver,77080,11,Bachelor's,0.1,1.02,0.88,High,0.7,0.45,0.52,0.52,0.69,0.05,0.71,0.58,0.2,0.05
Chef,61280,2,High School,0.52,1.26,0.43,Medium,0.38,0.93,0.21,0.1,0.34,0.75,0.63,0.42,0.96,0.73
Marketing Manager,39835,27,Master's,0.74,0.52,0.56,Medium,0.21,0.7,0.31,0.87,0.34,0.62,0.29,0.92,0.78,0.24
Graphic Designer,52369,10,High School,0.36,1.15,0.6,Medium,0.02,0.96,0.34,0.19,0.85,0.7,0.09,0.12,0.72,0.07
HR Specialist,30637,8,High School,0.74,0.84,0.45,Medium,0.51,0.36,0.78,0.97,0.58,0.45,0.22,0.65,0.69,0.69
Security Guard,62209,27,Master's,0.9,0.84,0.89,High,0.76,0.65,0.39,0.61,0.04,0.76,0.1,0.4,0.1,0.84
Doctor,70478,1,Master's,0.69,1.18,0.26,Low,0.13,0.66,0.58,0.03,0.2,0.27,0.07,0.35,0.03,0.55
Nurse,90760,9,Master's,0.29,1.41,0.18,Low,0.27,0.6,0.2,0.07,0.02,0.95,0.72,0.8,0.98,0.93
Truck Driver,52505,0,Master's,0.69,0.84,0.73,High,0.57,0.58,0.95,0.44,0.69,0.57,0.18,0.59,0.54,0.49
Financial Analyst,140441,22,High School,0.16,0.96,0.54,Medium,0.49,0.49,0.08,0.19,0.32,0.42,0.59,0.86,0.16,0.02
Research Scientist,108944,24,PhD,0.43,1.05,0.26,Low,0.8,0.1,0.93,0.11,0.63,0.67,0.68,0.27,0.33,0.55
Security Guard,40886,21,Master's,0.85,0.99,0.91,High,0.41,0.98,0.77,0.97,0.51,0.47,0.76,0.88,0.96,0.32
Customer Support,85744,21,High School,0.53,0.78,0.92,High,0.61,0.0,0.81,0.33,0.32,0.38,0.63,0.44,0.63,0.15
Retail Worker,75778,29,Master's,0.73,0.75,0.88,High,0.58,0.11,0.18,0.04,0.81,0.55,0.32,0.13,0.48,0.53
HR Specialist,88764,7,High School,0.69,1.4,0.58,Medium,0.74,0.29,0.3,0.78,0.3,0.56,0.25,0.82,0.11,0.83
Financial Analyst,62795,20,Bachelor's,0.19,1.04,0.41,Medium,0.32,0.35,0.06,0.99,0.03,0.66,0.37,0.65,0.36,0.67
Marketing Manager,107223,6,Bachelor's,0.69,0.61,0.56,Medium,0.28,0.03,0.41,0.43,0.47,0.7,0.31,0.32,0.06,0.69
Security Guard,98835,2,High School,0.35,1.21,0.83,High,0.47,0.51,0.64,0.66,0.29,0.14,0.16,0.64,0.87,0.41
AI Engineer,139640,22,Bachelor's,0.76,1.33,0.27,Low,0.61,0.86,0.02,0.11,0.09,0.71,0.07,0.5,0.47,0.31
Construction Worker,87225,4,PhD,0.17,0.85,0.89,High,0.03,0.67,0.82,0.93,0.88,0.32,0.59,0.08,0.26,0.09
Retail Worker,37466,7,PhD,0.88,0.85,0.84,High,0.43,0.46,0.97,0.3,0.63,0.42,0.06,0.49,0.81,0.1
Data Scientist,80530,11,PhD,0.15,1.26,0.59,Medium,0.57,0.47,0.89,0.77,0.81,0.81,0.64,0.46,0.86,0.93
Chef,40040,29,High School,0.05,1.46,0.41,Medium,0.87,0.39,0.12,0.08,0.16,0.25,0.49,0.7,0.99,0.44
Marketing Manager,145874,13,PhD,0.52,1.04,0.51,Medium,0.01,0.0,0.1,0.1,0.7,0.2,0.89,0.93,0.98,0.94
Graphic Designer,60985,26,High School,0.51,0.68,0.62,Medium,0.89,0.85,0.43,0.76,0.1,0.04,0.75,0.43,1.0,0.1
Truck Driver,57262,25,High School,0.48,1.33,0.9,High,0.92,0.3,0.95,0.15,0.08,0.43,0.83,0.47,0.83,0.73
AI Engineer,102022,26,High School,0.95,0.56,0.27,Low,0.3,0.5,0.42,0.17,0.36,0.19,0.2,0.19,0.49,0.8
Nurse,31320,16,Master's,0.89,1.14,0.22,Low,0.67,0.45,0.69,0.07,0.86,0.78,0.25,0.77,0.01,0.22
Security Guard,84681,0,Master's,0.78,1.26,0.9,High,0.0,0.5,0.7,0.16,0.65,0.08,0.18,0.48,0.65,0.15
Research Scientist,82167,21,PhD,0.2,0.74,0.11,Low,0.4,0.65,0.44,0.78,0.72,0.13,0.05,0.88,0.08,0.15
Software Engineer,64477,20,Bachelor's,0.63,1.08,0.69,Medium,0.89,0.41,0.37,0.3,0.15,0.14,0.13,0.11,0.24,0.31
UX Researcher,32565,13,High School,0.58,1.49,0.45,Medium,0.46,0.32,0.18,0.14,0.95,0.99,0.04,0.15,0.42,0.19
Security Guard,112915,15,High School,0.13,0.96,0.77,High,0.35,0.09,0.43,0.98,0.33,0.88,0.84,0.95,0.79,0.66
Security Guard,103251,9,PhD,0.08,0.96,0.95,High,0.77,0.96,0.78,0.87,0.71,0.76,0.52,0.92,0.83,0.84
Graphic Designer,51258,26,PhD,0.3,0.54,0.67,Medium,0.59,0.3,0.15,0.83,0.84,0.81,0.65,0.37,0.3,0.01
Construction Worker,115535,15,Bachelor's,0.09,1.13,0.83,High,0.53,0.93,0.03,0.77,0.05,0.04,0.43,0.06,0.79,0.53
Graphic Designer,101156,10,Master's,0.04,1.11,0.62,Medium,0.44,0.55,0.8,0.61,0.22,0.61,0.63,0.73,0.62,0.97
Customer Support,127417,6,PhD,0.95,1.04,0.87,High,0.1,0.38,0.77,0.71,0.04,0.55,0.09,1.0,0.9,0.02
Graphic Designer,60066,13,PhD,0.92,0.85,0.59,Medium,0.44,0.66,0.34,0.32,0.42,0.15,0.83,0.35,0.4,0.89
Doctor,78359,23,Bachelor's,0.54,1.46,0.27,Low,0.17,0.47,0.97,0.37,0.37,0.2,0.11,0.74,0.77,0.97
Graphic Designer,78225,8,Bachelor's,0.24,0.54,0.69,Medium,0.34,0.31,0.91,0.59,0.21,0.89,0.99,0.09,0.86,0.39
Marketing Manager,135633,12,Bachelor's,0.91,1.47,0.4,Medium,0.21,0.08,0.56,0.01,0.41,0.07,0.41,0.04,0.84,0.21
Software Engineer,32599,20,High School,0.87,1.25,0.39,Medium,0.07,0.72,0.39,0.77,0.45,0.35,0.45,0.75,0.9,0.05
Software Engineer,41394,24,Bachelor's,0.69,1.41,0.68,Medium,0.03,0.99,0.32,0.84,0.18,0.06,0.38,0.86,0.22,0.15
Customer Support,91351,4,Bachelor's,0.94,0.51,0.88,High,0.31,0.37,0.47,0.43,0.51,0.58,0.47,0.7,0.72,0.44
Marketing Manager,60480,15,PhD,0.64,1.27,0.56,Medium,0.59,0.23,0.65,0.33,0.92,0.65,0.28,0.47,0.85,0.34
Truck Driver,113442,4,Bachelor's,0.68,1.25,0.74,High,0.57,0.91,0.97,0.66,0.98,0.57,0.44,0.55,0.12,0.4
Financial Analyst,32199,20,PhD,0.85,1.26,0.54,Medium,0.35,0.19,0.35,0.68,0.26,0.43,0.39,0.77,0.88,0.7
Doctor,111646,27,High School,0.43,0.64,0.09,Low,0.16,0.13,0.18,0.2,0.11,0.64,0.99,0.88,0.05,0.42
Lawyer,146536,28,High School,0.13,1.35,0.54,Medium,0.93,0.88,0.68,0.66,0.21,0.12,0.42,0.19,0.1,0.3
Retail Worker,100072,15,Master's,0.02,0.79,0.81,High,0.51,0.18,0.96,0.58,0.52,0.01,0.49,0.84,0.22,0.35
UX Researcher,41246,26,High School,0.98,0.57,0.66,Medium,0.31,0.59,0.68,0.14,0.44,0.33,0.06,0.83,0.05,0.65
Security Guard,120088,5,PhD,0.78,0.69,0.87,High,0.6,0.18,0.27,0.41,0.7,0.64,0.53,0.77,0.76,0.62
Nurse,41913,21,Master's,0.33,1.38,0.2,Low,0.82,0.55,0.22,0.54,0.37,0.7,0.48,0.84,0.68,0.68
Lawyer,127771,14,PhD,0.98,1.34,0.62,Medium,0.33,0.54,0.14,0.54,0.15,0.55,0.65,0.39,0.5,0.88
Teacher,82035,28,PhD,0.79,0.67,0.06,Low,0.19,0.77,0.41,0.87,0.52,0.02,0.72,0.11,0.79,0.17
Nurse,106970,21,Master's,0.76,1.45,0.14,Low,0.83,0.19,0.81,0.66,0.19,0.3,0.13,0.38,0.2,0.64
Financial Analyst,75643,9,PhD,0.58,0.87,0.44,Medium,0.67,0.39,0.26,0.4,0.81,0.97,0.64,0.78,0.53,0.62
Doctor,111751,13,PhD,0.44,0.57,0.29,Low,0.79,0.4,0.98,0.35,0.37,0.61,0.27,0.7,0.15,0.11
Software Engineer,145650,29,Bachelor's,0.56,0.61,0.69,Medium,0.57,0.15,0.31,0.8,0.52,0.19,0.1,0.43,0.34,0.66
Construction Worker,94649,9,Bachelor's,0.25,1.36,0.93,High,0.9,0.95,0.84,0.59,0.41,0.49,0.87,0.3,0.16,0.14
Research Scientist,95615,25,Bachelor's,0.72,0.53,0.19,Low,0.88,0.02,0.41,0.93,0.35,0.46,0.98,0.2,0.07,0.86
Truck Driver,144317,8,PhD,0.47,1.01,0.91,High,0.74,0.27,0.02,0.48,0.86,0.9,0.96,0.88,0.58,0.44
Marketing Manager,66640,11,Bachelor's,0.74,1.04,0.33,Medium,0.93,0.46,0.36,0.63,0.67,0.21,0.84,0.29,0.19,0.41
Security Guard,47528,4,Master's,0.81,1.44,0.74,High,0.07,0.56,0.29,0.83,0.67,0.97,0.25,0.49,0.5,0.24
Doctor,53655,12,PhD,0.44,0.95,0.14,Low,0.02,0.52,0.34,0.0,0.31,0.28,0.39,0.13,0.51,0.69
Data Scientist,102264,4,PhD,0.93,0.95,0.57,Medium,0.27,0.41,0.71,0.51,0.93,0.74,0.56,0.89,0.67,0.65
Research Scientist,42550,15,High School,0.39,1.18,0.27,Low,0.32,0.22,0.59,0.07,0.71,0.7,0.35,0.89,0.5,0.65
UX Researcher,91284,13,High School,0.42,1.36,0.39,Medium,0.39,0.32,0.15,0.29,0.23,0.92,0.74,0.32,0.76,0.02
Data Scientist,51200,20,High School,0.25,0.61,0.65,Medium,0.2,0.82,0.41,0.01,0.73,0.6,0.34,0.28,0.07,0.94
Nurse,147529,14,Bachelor's,0.09,1.37,0.12,Low,0.2,0.28,0.56,0.07,0.48,0.9,0.19,0.33,0.4,0.59
Doctor,46151,5,Bachelor's,0.39,0.57,0.14,Low,0.19,0.65,0.03,0.29,0.55,0.28,0.55,0.11,0.94,0.29
Chef,146849,28,Bachelor's,0.33,1.28,0.4,Medium,0.67,0.32,0.51,0.67,0.59,0.58,0.07,0.25,0.57,0.02
HR Specialist,44537,21,Master's,0.23,0.75,0.51,Medium,0.58,0.91,0.39,0.93,0.65,0.91,0.83,0.69,0.36,0.24
Retail Worker,72294,14,Bachelor's,0.95,1.46,0.88,High,0.88,0.92,0.51,0.63,0.42,0.42,0.04,0.43,0.67,0.42
Retail Worker,45749,23,High School,0.33,0.63,0.9,High,0.67,0.24,0.54,0.4,0.94,0.61,0.16,0.5,0.86,0.67
UX Researcher,91561,20,High School,0.25,1.39,0.6,Medium,0.73,0.35,0.89,0.64,0.85,0.36,0.15,0.33,0.46,0.53
Financial Analyst,55757,10,Bachelor's,0.55,1.34,0.37,Medium,0.32,0.89,0.56,0.58,0.48,0.55,0.2,0.55,1.0,0.57
Financial Analyst,32251,9,Bachelor's,0.68,0.75,0.5,Medium,0.75,0.56,0.08,0.19,0.22,0.26,0.57,0.5,0.2,0.07
Teacher,94274,3,High School,0.98,0.97,0.27,Low,0.85,0.51,0.71,0.19,0.69,0.27,0.83,0.08,0.77,0.1
Financial Analyst,136023,0,Bachelor's,0.3,1.15,0.5,Medium,0.37,0.65,0.95,0.04,0.92,0.61,0.81,0.38,0.47,0.87
Graphic Designer,126746,18,High School,0.53,0.52,0.36,Medium,0.64,0.72,0.58,0.14,0.45,0.36,0.5,0.87,0.78,0.08
Graphic Designer,115421,2,High School,0.47,1.24,0.36,Medium,0.67,0.24,0.44,0.02,0.15,0.09,0.24,0.1,0.69,0.03
Retail Worker,45817,8,High School,0.14,1.45,0.93,High,0.23,0.61,0.03,0.93,0.52,0.04,0.34,0.08,0.39,0.67
Doctor,76205,7,High School,0.38,0.62,0.11,Low,0.1,0.81,0.14,0.6,0.34,0.23,0.64,0.46,0.4,0.59
Lawyer,142398,26,Master's,0.3,1.06,0.57,Medium,0.03,0.47,0.06,0.19,0.56,0.87,0.88,0.07,0.42,0.58
Software Engineer,54453,10,High School,0.77,1.24,0.66,Medium,0.01,0.22,0.83,0.67,0.89,0.06,0.6,0.57,0.04,0.51
UX Researcher,129821,29,Master's,0.19,0.77,0.56,Medium,0.47,0.86,0.34,0.27,0.98,0.91,0.03,0.77,0.11,0.03
Research Scientist,89615,10,Bachelor's,0.27,1.32,0.23,Low,0.98,0.71,0.42,0.7,1.0,0.71,0.76,0.94,0.11,0.7
Construction Worker,57470,9,PhD,0.95,0.71,0.83,High,0.68,0.25,0.6,0.26,0.33,0.44,0.53,0.45,0.49,0.3
Chef,102082,12,High School,0.38,1.37,0.45,Medium,0.35,1.0,0.48,0.81,0.8,0.93,0.08,0.27,0.77,0.56
